,Sentence #,scenario,intent
1318,1318,iot,hue_lightchange
1319,1319,play,music
1320,1320,play,music
1321,1321,play,music
1322,1322,datetime,query
1323,1323,datetime,query
1324,1324,datetime,query
1325,1325,general,joke
1326,1326,general,joke
1327,1327,iot,hue_lightchange
1328,1328,iot,hue_lightchange
1329,1329,iot,hue_lightchange
1330,1330,takeaway,query
1331,1331,takeaway,query
1332,1332,takeaway,query
1333,1333,datetime,query
1334,1334,weather,query
1335,1335,weather,query
1336,1336,weather,query
1337,1337,datetime,query
1338,1338,datetime,query
1339,1339,weather,query
1340,1340,weather,query
1341,1341,news,query
1342,1342,news,query
1343,1343,news,query
1344,1344,general,joke
1345,1345,general,joke
1346,1346,weather,query
1347,1347,weather,query
1348,1348,weather,query
1349,1349,music,likeness
1350,1350,music,likeness
1351,1351,music,likeness
1352,1352,alarm,query
1353,1353,alarm,query
1354,1354,alarm,query
1355,1355,datetime,convert
1356,1356,datetime,convert
1357,1357,datetime,query
1358,1358,cooking,recipe
1359,1359,news,query
1360,1360,news,query
1361,1361,news,query
1362,1362,datetime,query
1363,1363,datetime,query
1364,1364,datetime,query
1365,1365,calendar,query
1366,1366,iot,coffee
1367,1367,iot,coffee
1368,1368,general,greet
1369,1369,datetime,query
1370,1370,datetime,query
1371,1371,datetime,query
1372,1372,datetime,convert
1373,1373,datetime,query
1374,1374,datetime,query
1375,1375,datetime,query
1376,1376,datetime,query
1377,1377,play,music
1378,1378,music,likeness
1379,1379,play,music
1380,1380,iot,wemo_on
1381,1381,iot,wemo_off
1382,1382,iot,wemo_on
1383,1383,weather,query
1384,1384,weather,query
1385,1385,news,query
1386,1386,news,query
1387,1387,news,query
1388,1388,audio,volume_up
1389,1389,audio,volume_up
1390,1390,audio,volume_up
1391,1391,news,query
1392,1392,news,query
1393,1393,news,query
1394,1394,datetime,query
1395,1395,datetime,query
1396,1396,datetime,query
1397,1397,weather,query
1398,1398,weather,query
1399,1399,weather,query
1400,1400,datetime,query
1401,1401,datetime,convert
1402,1402,datetime,query
1403,1403,weather,query
1404,1404,weather,query
1405,1405,weather,query
1406,1406,weather,query
1407,1407,weather,query
1408,1408,iot,hue_lightchange
1409,1409,iot,hue_lightchange
1410,1410,iot,hue_lightchange
1411,1411,play,music
1412,1412,play,music
1413,1413,play,music
1414,1414,weather,query
1415,1415,weather,query
1416,1416,audio,volume_up
1417,1417,audio,volume_mute
1418,1418,music,settings
1419,1419,takeaway,query
1420,1420,takeaway,query
1421,1421,takeaway,query
1422,1422,weather,query
1423,1423,weather,query
1424,1424,weather,query
1425,1425,music,query
1426,1426,music,query
1427,1427,music,query
1428,1428,weather,query
1429,1429,weather,query
1430,1430,weather,query
1431,1431,music,likeness
1432,1432,music,likeness
1433,1433,music,likeness
1434,1434,alarm,query
1435,1435,alarm,query
1436,1436,datetime,query
1437,1437,datetime,query
1438,1438,music,likeness
1439,1439,music,likeness
1440,1440,music,likeness
1441,1441,play,music
1442,1442,play,music
1443,1443,play,music
1444,1444,datetime,query
1445,1445,datetime,query
1446,1446,datetime,query
1447,1447,datetime,query
1448,1448,datetime,query
1449,1449,weather,query
1450,1450,weather,query
1451,1451,weather,query
1452,1452,audio,volume_down
1453,1453,audio,volume_down
1454,1454,audio,volume_up
1455,1455,iot,hue_lightdim
1456,1456,iot,hue_lightchange
1457,1457,iot,hue_lightchange
1458,1458,play,music
1459,1459,play,music
1460,1460,play,music
1461,1461,iot,hue_lightup
1462,1462,iot,hue_lightup
1463,1463,iot,hue_lightup
1464,1464,iot,wemo_on
1465,1465,iot,wemo_on
1466,1466,iot,wemo_off
1467,1467,audio,volume_up
1468,1468,audio,volume_up
1469,1469,audio,volume_down
1470,1470,iot,hue_lightdim
1471,1471,iot,hue_lightdim
1472,1472,news,query
1473,1473,news,query
1474,1474,news,query
1475,1475,news,query
1476,1476,news,query
1477,1477,news,query
1478,1478,general,joke
1479,1479,audio,volume_up
1480,1480,audio,volume_up
1481,1481,audio,volume_up
1482,1482,iot,hue_lightoff
1483,1483,iot,hue_lightoff
1484,1484,iot,hue_lightoff
1485,1485,takeaway,query
1486,1486,takeaway,query
1487,1487,takeaway,query
1488,1488,audio,volume_up
1489,1489,play,music
1490,1490,play,music
1491,1491,news,query
1492,1492,news,query
1493,1493,news,query
1494,1494,datetime,query
1495,1495,datetime,query
1496,1496,datetime,query
1497,1497,weather,query
1498,1498,weather,query
1499,1499,weather,query
1500,1500,weather,query
1501,1501,general,greet
1502,1502,datetime,query
1503,1503,datetime,query
1504,1504,datetime,query
1505,1505,play,music
1506,1506,play,music
1507,1507,play,music
1508,1508,weather,query
1509,1509,weather,query
1510,1510,weather,query
1511,1511,play,music
1512,1512,play,music
1513,1513,weather,query
1514,1514,weather,query
1515,1515,weather,query
1516,1516,play,music
1517,1517,play,music
1518,1518,play,music
1519,1519,iot,coffee
1520,1520,iot,coffee
1521,1521,iot,coffee
1522,1522,takeaway,order
1523,1523,takeaway,order
1524,1524,takeaway,order
1525,1525,iot,hue_lightup
1526,1526,iot,hue_lightup
1527,1527,iot,hue_lightup
1528,1528,datetime,query
1529,1529,music,query
1530,1530,music,likeness
1531,1531,news,query
1532,1532,news,query
1533,1533,news,query
1534,1534,iot,hue_lightchange
1535,1535,iot,hue_lightchange
1536,1536,iot,hue_lightchange
1537,1537,play,music
1538,1538,play,music
1539,1539,play,music
1540,1540,audio,volume_up
1541,1541,audio,volume_down
1542,1542,audio,volume_other
1543,1543,datetime,query
1544,1544,datetime,query
1545,1545,alarm,query
1546,1546,alarm,query
1547,1547,alarm,query
1548,1548,play,music
1549,1549,play,music
1550,1550,play,music
1551,1551,general,joke
1552,1552,audio,volume_mute
1553,1553,audio,volume_mute
1554,1554,audio,volume_mute
1555,1555,play,music
1556,1556,play,music
1557,1557,play,music
1558,1558,datetime,query
1559,1559,datetime,query
1560,1560,datetime,query
1561,1561,iot,hue_lighton
1562,1562,iot,hue_lightup
1563,1563,iot,hue_lightchange
1564,1564,alarm,remove
1565,1565,alarm,remove
1566,1566,alarm,remove
1567,1567,weather,query
1568,1568,weather,query
1569,1569,weather,query
1570,1570,weather,query
1571,1571,weather,query
1572,1572,email,sendemail
1573,1573,takeaway,order
1574,1574,takeaway,order
1575,1575,takeaway,order
1576,1576,news,query
1577,1577,news,query
1578,1578,news,query
1579,1579,weather,query
1580,1580,weather,query
1581,1581,weather,query
1582,1582,play,music
1583,1583,play,music
1584,1584,play,music
1585,1585,audio,volume_mute
1586,1586,audio,volume_up
1587,1587,audio,volume_down
1588,1588,news,query
1589,1589,news,query
1590,1590,news,query
1591,1591,iot,hue_lightdim
1592,1592,iot,hue_lightdim
1593,1593,general,joke
1594,1594,general,joke
1595,1595,iot,hue_lightchange
1596,1596,iot,hue_lightchange
1597,1597,iot,hue_lightchange
1598,1598,alarm,query
1599,1599,alarm,query
1600,1600,alarm,query
1601,1601,play,music
1602,1602,play,music
1603,1603,play,music
1604,1604,play,music
1605,1605,play,music
1606,1606,news,query
1607,1607,news,query
1608,1608,news,query
1609,1609,music,query
1610,1610,music,query
1611,1611,music,query
1612,1612,play,music
1613,1613,play,music
1614,1614,play,music
1615,1615,iot,hue_lightoff
1616,1616,iot,hue_lighton
1617,1617,iot,hue_lighton
1618,1618,iot,hue_lightoff
1619,1619,iot,hue_lightdim
1620,1620,datetime,convert
1621,1621,datetime,convert
1622,1622,datetime,convert
1623,1623,iot,wemo_on
1624,1624,iot,wemo_on
1625,1625,iot,wemo_on
1626,1626,audio,volume_mute
1627,1627,audio,volume_mute
1628,1628,audio,volume_mute
1629,1629,iot,hue_lightchange
1630,1630,iot,hue_lightchange
1631,1631,iot,hue_lightchange
1632,1632,weather,query
1633,1633,weather,query
1634,1634,music,query
1635,1635,music,query
1636,1636,music,query
1637,1637,takeaway,order
1638,1638,takeaway,order
1639,1639,takeaway,order
1640,1640,iot,coffee
1641,1641,iot,coffee
1642,1642,iot,coffee
1643,1643,audio,volume_up
1644,1644,audio,volume_down
1645,1645,audio,volume_up
1646,1646,play,music
1647,1647,play,music
1648,1648,play,music
1649,1649,music,likeness
1650,1650,music,likeness
1651,1651,music,likeness
1652,1652,play,music
1653,1653,play,music
1654,1654,play,music
1655,1655,news,query
1656,1656,news,query
1657,1657,news,query
1658,1658,weather,query
1659,1659,weather,query
1660,1660,weather,query
1661,1661,datetime,convert
1662,1662,datetime,query
1663,1663,datetime,convert
1664,1664,takeaway,query
1665,1665,takeaway,query
1666,1666,takeaway,query
1667,1667,weather,query
1668,1668,weather,query
1669,1669,weather,query
1670,1670,play,music
1671,1671,play,music
1672,1672,play,music
1673,1673,weather,query
1674,1674,weather,query
1675,1675,weather,query
1676,1676,iot,wemo_off
1677,1677,iot,wemo_on
1678,1678,iot,wemo_on
1679,1679,iot,hue_lightoff
1680,1680,iot,hue_lightoff
1681,1681,iot,hue_lightoff
1682,1682,weather,query
1683,1683,weather,query
1684,1684,weather,query
1685,1685,play,music
1686,1686,music,query
1687,1687,play,music
1688,1688,iot,hue_lightup
1689,1689,iot,hue_lightup
1690,1690,iot,hue_lightup
1691,1691,news,query
1692,1692,news,query
1693,1693,news,query
1694,1694,play,music
1695,1695,play,music
1696,1696,play,music
1697,1697,iot,coffee
1698,1698,iot,coffee
1699,1699,iot,coffee
1700,1700,iot,cleaning
1701,1701,iot,cleaning
1702,1702,iot,cleaning
1703,1703,play,music
1704,1704,play,music
1705,1705,play,music
1706,1706,general,joke
1707,1707,general,joke
1708,1708,general,joke
1709,1709,datetime,query
1710,1710,datetime,query
1711,1711,datetime,query
1712,1712,news,query
1713,1713,news,query
1714,1714,news,query
1715,1715,music,likeness
1716,1716,music,likeness
1717,1717,music,likeness
1718,1718,weather,query
1719,1719,weather,query
1720,1720,play,music
1721,1721,play,music
1722,1722,play,music
1723,1723,play,music
1724,1724,play,music
1725,1725,play,music
1726,1726,news,query
1727,1727,news,query
1728,1728,news,query
1729,1729,datetime,query
1730,1730,datetime,query
1731,1731,datetime,query
1732,1732,iot,cleaning
1733,1733,iot,cleaning
1734,1734,iot,cleaning
1735,1735,play,music
1736,1736,play,music
1737,1737,play,music
1738,1738,alarm,query
1739,1739,alarm,query
1740,1740,alarm,query
1741,1741,datetime,query
1742,1742,datetime,query
1743,1743,datetime,query
1744,1744,iot,coffee
1745,1745,iot,coffee
1746,1746,iot,coffee
1747,1747,datetime,query
1748,1748,datetime,query
1749,1749,datetime,query
1750,1750,iot,hue_lightdim
1751,1751,iot,hue_lightoff
1752,1752,iot,hue_lightdim
1753,1753,weather,query
1754,1754,weather,query
1755,1755,weather,query
1756,1756,news,query
1757,1757,news,query
1758,1758,news,query
1759,1759,iot,coffee
1760,1760,iot,coffee
1761,1761,iot,coffee
1762,1762,music,likeness
1763,1763,music,query
1764,1764,music,likeness
1765,1765,alarm,set
1766,1766,alarm,query
1767,1767,alarm,set
1768,1768,takeaway,order
1769,1769,takeaway,order
1770,1770,takeaway,order
1771,1771,audio,volume_up
1772,1772,audio,volume_up
1773,1773,audio,volume_up
1774,1774,alarm,query
1775,1775,alarm,query
1776,1776,alarm,query
1777,1777,news,query
1778,1778,news,query
1779,1779,news,query
1780,1780,audio,volume_down
1781,1781,audio,volume_up
1782,1782,audio,volume_down
1783,1783,iot,hue_lightchange
1784,1784,iot,hue_lightchange
1785,1785,iot,hue_lightchange
1786,1786,weather,query
1787,1787,alarm,query
1788,1788,alarm,query
1789,1789,alarm,query
1790,1790,iot,hue_lightoff
1791,1791,iot,hue_lightoff
1792,1792,iot,hue_lightoff
1793,1793,news,query
1794,1794,news,query
1795,1795,news,query
1796,1796,weather,query
1797,1797,weather,query
1798,1798,weather,query
1799,1799,alarm,query
1800,1800,alarm,query
1801,1801,alarm,query
1802,1802,iot,cleaning
1803,1803,iot,cleaning
1804,1804,iot,cleaning
1805,1805,datetime,convert
1806,1806,datetime,convert
1807,1807,news,query
1808,1808,news,query
1809,1809,news,query
1810,1810,play,music
1811,1811,play,music
1812,1812,play,music
1813,1813,news,query
1814,1814,news,query
1815,1815,news,query
1816,1816,play,music
1817,1817,play,music
1818,1818,play,music
1819,1819,alarm,remove
1820,1820,alarm,remove
1821,1821,alarm,remove
1822,1822,music,query
1823,1823,music,query
1824,1824,music,query
1825,1825,audio,volume_up
1826,1826,audio,volume_up
1827,1827,audio,volume_up
1828,1828,weather,query
1829,1829,weather,query
1830,1830,weather,query
1831,1831,weather,query
1832,1832,weather,query
1833,1833,weather,query
1834,1834,play,music
1835,1835,music,query
1836,1836,play,music
1837,1837,music,query
1838,1838,music,query
1839,1839,music,query
1840,1840,music,dislikeness
1841,1841,music,likeness
1842,1842,music,likeness
1843,1843,iot,cleaning
1844,1844,iot,cleaning
1845,1845,iot,cleaning
1846,1846,datetime,query
1847,1847,datetime,query
1848,1848,iot,hue_lightoff
1849,1849,iot,hue_lightoff
1850,1850,audio,volume_down
1851,1851,audio,volume_up
1852,1852,audio,volume_up
1853,1853,audio,volume_down
1854,1854,music,settings
1855,1855,music,settings
1856,1856,music,likeness
1857,1857,music,likeness
1858,1858,music,likeness
1859,1859,audio,volume_up
1860,1860,audio,volume_down
1861,1861,audio,volume_up
1862,1862,iot,hue_lightoff
1863,1863,iot,hue_lightoff
1864,1864,iot,hue_lightoff
1865,1865,alarm,set
1866,1866,alarm,set
1867,1867,alarm,set
1868,1868,weather,query
1869,1869,weather,query
1870,1870,weather,query
1871,1871,weather,query
1872,1872,weather,query
1873,1873,takeaway,query
1874,1874,takeaway,query
1875,1875,takeaway,query
1876,1876,weather,query
1877,1877,weather,query
1878,1878,takeaway,order
1879,1879,takeaway,order
1880,1880,takeaway,order
1881,1881,alarm,query
1882,1882,alarm,query
1883,1883,alarm,query
1884,1884,play,music
1885,1885,play,music
1886,1886,play,music
1887,1887,iot,hue_lightdim
1888,1888,iot,hue_lightdim
1889,1889,iot,hue_lightdim
1890,1890,music,query
1891,1891,music,query
1892,1892,takeaway,order
1893,1893,takeaway,order
1894,1894,takeaway,order
1895,1895,music,likeness
1896,1896,music,likeness
1897,1897,music,likeness
1898,1898,iot,wemo_off
1899,1899,iot,wemo_on
1900,1900,iot,wemo_on
1901,1901,iot,hue_lightoff
1902,1902,iot,hue_lightoff
1903,1903,iot,hue_lightoff
1904,1904,play,music
1905,1905,play,music
1906,1906,play,music
1907,1907,iot,hue_lightup
1908,1908,iot,hue_lightup
1909,1909,news,query
1910,1910,news,query
1911,1911,general,quirky
1912,1912,news,query
1913,1913,news,query
1914,1914,news,query
1915,1915,datetime,query
1916,1916,datetime,query
1917,1917,datetime,query
1918,1918,news,query
1919,1919,news,query
1920,1920,news,query
1921,1921,datetime,convert
1922,1922,datetime,convert
1923,1923,datetime,convert
1924,1924,play,music
1925,1925,play,music
1926,1926,play,music
1927,1927,alarm,set
1928,1928,alarm,set
1929,1929,alarm,remove
1930,1930,play,music
1931,1931,play,music
1932,1932,play,music
1933,1933,iot,hue_lightdim
1934,1934,iot,hue_lightdim
1935,1935,iot,hue_lightdim
1936,1936,weather,query
1937,1937,weather,query
1938,1938,weather,query
1939,1939,play,music
1940,1940,play,music
1941,1941,iot,hue_lightoff
1942,1942,iot,hue_lightoff
1943,1943,iot,hue_lightoff
1944,1944,audio,volume_down
1945,1945,audio,volume_up
1946,1946,weather,query
1947,1947,music,query
1948,1948,music,query
1949,1949,music,query
1950,1950,general,greet
1951,1951,news,query
1952,1952,news,query
1953,1953,news,query
1954,1954,datetime,query
1955,1955,datetime,query
1956,1956,datetime,query
1957,1957,play,music
1958,1958,play,music
1959,1959,play,music
1960,1960,weather,query
1961,1961,qa,factoid
1962,1962,news,query
1963,1963,news,query
1964,1964,iot,hue_lightup
1965,1965,iot,hue_lightup
1966,1966,iot,hue_lightup
1967,1967,datetime,query
1968,1968,datetime,query
1969,1969,datetime,query
1970,1970,music,query
1971,1971,music,query
1972,1972,music,query
1973,1973,datetime,query
1974,1974,datetime,query
1975,1975,datetime,query
1976,1976,play,music
1977,1977,play,music
1978,1978,play,music
1979,1979,play,music
1980,1980,play,music
1981,1981,play,music
1982,1982,iot,coffee
1983,1983,iot,coffee
1984,1984,iot,coffee
1985,1985,iot,coffee
1986,1986,iot,coffee
1987,1987,iot,coffee
1988,1988,datetime,query
1989,1989,datetime,query
1990,1990,datetime,query
1991,1991,iot,cleaning
1992,1992,iot,cleaning
1993,1993,iot,cleaning
1994,1994,music,likeness
1995,1995,music,likeness
1996,1996,music,likeness
1997,1997,news,query
